,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
FullyConnected,1.0,0.7356177106839035,0.3237972862766485,0.20587992641659847,0.1647166721768444,0.16234910411864772,0.14319414106917536,0.12412234063616473,0.11906763559861412,0.09850949971528487,0.09544730737997643,0.08852056243095859,0.07962106116820167,0.07061526996070625,0.062084225822358244,0.04853625607091171,0.04156311281733866,0.03811856780758837,0.033269605014633,0.00697026071700521
FullyRepressed,1.0,0.8295203669397657,0.8250341691766102,0.8182028218493643,0.8175139904665188,0.7797037621827024,0.7541997566397932,0.7314684925917383,0.7099838855151775,0.684562412764683,0.6729117337523003,0.6683742318208871,0.653179961895931,0.6336923566998653,0.6326454256542977,0.6213665731723984,0.6001035692172588,0.566221884693796,0.5259436513794258,0.4890459166300402
MasterRegulator,1.0,0.9361345904531482,0.9034424827384706,0.8856469785622042,0.8739992918716,0.8566122748732798,0.8551898111549654,0.8517294093136878,0.8447916940280812,0.8349348381541598,0.8336162728482056,0.8250185218035542,0.8193131946126109,0.8114789844546387,0.789546974136402,0.7867004275037359,0.7739827220988235,0.7497685449220752,0.7382112633435247,0.6376409285261683
mediumConnection,1.0,0.7295442619308561,0.6499679217548977,0.44299732942723064,0.42263051502480503,0.40953326754726765,0.39161620318455653,0.3738032487095778,0.3497697199728604,0.3265587372707199,0.30056643164528624,0.20755432593184195,0.19368972116268754,0.16956312706261154,0.16059233071615375,0.13103498136270392,0.0824677017960802,0.0385778121806807,4.404258185881311e-07,3.049101820994753e-07
SparseConnection,1.0,0.20494100754577632,0.16917576896702158,0.16737737856990023,0.1605704323038677,0.15922729643507083,0.1443055867129187,0.12347167058538389,0.1069916186723266,0.06956840034575583,0.05573471114343197,0.032766499142360954,0.023347644778770604,7.90619963780533e-05,7.717185302202061e-05,7.6955836638474e-05,1.0800819177329687e-06,1.0800819177329687e-06,1.02607782184632e-06,1.02607782184632e-06
Oscillating_nr1_na1,1.0,0.8676667327028811,0.8075993795430012,0.6453892126300921,0.5890094010439768,0.4568808554590079,0.40129130558130716,0.38813007074755357,0.34665214814672063,0.3050797531360353,0.2782192630944193,0.18789258600366687,0.17589799095917935,0.07334771770245745,0.05643366085973104,0.031378633042802334,4.062313623648939e-06,2.7396998857167264e-06,1.889448197046018e-07,0.0
Oscillating_nr5_na5,1.0,0.6447098614526587,0.5944633671575954,0.5906634071076016,0.4005078099888263,0.23994818368564116,0.19947573370230998,0.137988408831532,0.1045999824716189,0.1003055673898292,0.09865740947603889,0.09449240882877524,0.09300529148055205,0.07900957984608337,0.0745822660949918,0.05779200672893799,0.05435850394310084,0.0012872141640040032,1.4740993281821029e-05,1.4702704987582532e-05
Oscillating_nr10_na10,1.0,0.8793082374116452,0.8154982205730475,0.8124462621848155,0.7839799247006509,0.6269467693799158,0.2619771042205542,0.23991606465334475,0.20019886361934183,0.09625951852115927,0.07167059221094521,0.03893618648801894,3.7647677258146625e-05,3.75478160452603e-05,3.704850998082863e-05,5.092921857202859e-06,4.893199431430197e-06,9.986121288633057e-07,9.986121288633057e-07,9.986121288633056e-08
Oscillating_nr15_na15,1.0,0.9706091290116341,0.9159749506827907,0.8765151722140558,0.8359280651806841,0.7653727615997902,0.6068702561216182,0.582952092634386,0.20145574565981236,0.1765834785982437,0.1560809075459429,0.13700593992316898,0.06789900491259517,0.001222137825889759,0.00021584817403373787,0.0001464488876988399,1.693998327859715e-05,5.191285198279772e-06,3.825157514521937e-06,2.459029830764102e-06
ExternalSignal_nr1_na1,1.0,0.9128195031299089,0.5082724570837661,0.46461386863843573,0.45201364177507924,0.44185563360162905,0.323030115127065,0.27281152263528674,0.20797536162787103,0.17872351426513414,0.17416050722974735,0.15499637974040908,0.08316593340408372,0.06263867748591939,0.04727330290379477,0.024944853096141542,0.0152246481135778,0.005720178755586111,5.215421837518254e-05,6.36940885329097e-07
ExternalSignal_nr5_na5,1.0,0.8894123306812999,0.7278873219160025,0.5716629411029008,0.5296893890565301,0.5209405876303284,0.479080527063549,0.4628163942401274,0.3380393507111663,0.256867029315533,0.20775803040695875,0.09316468771397748,9.213684601059753e-05,9.207686108480938e-05,8.973744897907156e-05,8.751800672491003e-05,7.636081052831423e-05,7.798040352459427e-07,7.798040352459427e-07,7.198191094577932e-07
ExternalSignal_nr10_na10,1.0,0.9145186179705944,0.8816612350863827,0.8108768653393944,0.6360852823918466,0.6038314514436853,0.36721470266453277,0.35516921521214134,0.17791851623008842,0.0006871742697176431,0.0006008419530150885,0.0005942605656431448,0.0005872920378375574,0.0005780006674301077,0.0005261238493218461,0.0005160581980471088,4.258544770081168e-06,4.258544770081168e-06,3.871404336437425e-06,3.871404336437425e-06
